Period,Max Age,End Date,Growth,Earnings Estimate Avg,Earnings Estimate Low,Earnings Estimate High,Earnings Estimate Year Ago Eps,Earnings Estimate Number Of Analysts,Earnings Estimate Growth,Revenue Estimate Avg,Revenue Estimate Low,Revenue Estimate High,Revenue Estimate Number Of Analysts,Revenue Estimate Year Ago Revenue,Revenue Estimate Growth,Eps Trend Current,Eps Trend 7Days Ago,Eps Trend 30Days Ago,Eps Trend 60Days Ago,Eps Trend 90Days Ago,Eps Revisions Up Last7Days,Eps Revisions Up Last30Days,Eps Revisions Down Last30Days,Eps Revisions Down Last90Days,stock
0Y,1,2021-12-31,0.235,12.75,9.22,13.23,10.32,25.0,0.235,7497400000.0,7322710000.0,7593400000.0,28.0,6205680000.0,0.20799999,12.75,12.75,12.74,12.7,12.34,0.0,0.0,1.0,,VRTX
+1Y,1,2022-12-31,0.051,13.4,10.01,15.42,12.75,27.0,0.051,8202610000.0,7665300000.0,8805000000.0,28.0,7497400000.0,0.094,13.4,13.53,13.48,13.32,13.11,0.0,0.0,1.0,,VRTX
+5Y,1,,0.1025,,,,,,,,,,,,,,,,,,,,,,VRTX
-5Y,1,,0.95802003,,,,,,,,,,,,,,,,,,,,,,VRTX
0Q,1,2021-12-31,-0.45900002,0.99,0.72,1.2,1.83,16.0,-0.45900002,10772600000.0,10733000000.0,10820300000.0,7.0,9542300000.0,0.129,0.99,0.98,0.81,1.04,1.11,1.0,14.0,0.0,,PGR
+1Q,1,2022-03-31,-0.41900003,1.0,0.56,1.48,1.72,14.0,-0.41900003,12867700000.0,12368100000.0,13089400000.0,6.0,11729100000.0,0.096999995,1.0,1.0,0.97,1.11,1.22,2.0,5.0,2.0,,PGR
0Y,1,2021-12-31,-0.509,3.65,3.3,5.07,7.44,18.0,-0.509,46460500000.0,46385000000.0,46620000000.0,7.0,40568700000.0,0.145,3.65,3.63,3.49,3.61,3.98,1.0,13.0,0.0,,PGR
+1Y,1,2022-12-31,0.274,4.65,3.1,6.1,3.65,18.0,0.274,51090500000.0,49724000000.0,53320000000.0,8.0,46460500000.0,0.1,4.65,4.66,4.65,4.91,5.14,0.0,5.0,1.0,,PGR
+5Y,1,,-0.101,,,,,,,,,,,,,,,,,,,,,,PGR
-5Y,1,,0.29983,,,,,,,,,,,,,,,,,,,,,,PGR
0Q,1,2021-12-31,-0.45599997,1.05,0.63,1.49,1.93,15.0,-0.45599997,34245700000.0,29061000000.0,39949000000.0,10.0,37518000000.0,-0.087,1.05,1.05,0.98,1.0,1.14,0.0,5.0,0.0,,GM
+1Q,1,2022-03-31,-0.347,1.47,1.24,1.72,2.25,7.0,-0.347,36710100000.0,34346100000.0,38325000000.0,3.0,32665600000.0,0.124,1.47,1.51,1.47,1.49,1.54,0.0,0.0,1.0,,GM
0Y,1,2021-12-31,0.378,6.75,6.2,7.2,4.9,17.0,0.378,127489000000.0,114127000000.0,133369000000.0,13.0,122485000000.0,0.040999997,6.75,6.75,6.67,6.67,6.0,0.0,6.0,0.0,,GM
+1Y,1,2022-12-31,0.012,6.83,6.0,7.62,6.75,20.0,0.012,151471000000.0,138925000000.0,170542000000.0,14.0,127489000000.0,0.188,6.83,6.89,6.8,6.76,6.82,1.0,3.0,1.0,,GM
+5Y,1,,0.152,,,,,,,,,,,,,,,,,,,,,,GM
-5Y,1,,0.06621,,,,,,,,,,,,,,,,,,,,,,GM
0Q,1,2021-12-31,-0.069,1.88,1.81,1.95,2.02,19.0,-0.069,3524320000.0,3429410000.0,3613000000.0,15.0,3475000000.0,0.0139999995,1.88,1.88,1.88,1.89,2.13,0.0,1.0,1.0,,ITW
+1Q,1,2022-03-31,0.043,2.2,2.09,2.64,2.11,14.0,0.043,3731920000.0,3659450000.0,3814000000.0,9.0,3544000000.0,0.053000003,2.2,2.21,2.2,2.21,2.26,0.0,0.0,1.0,,ITW
0Y,1,2021-12-31,0.276,8.46,8.38,8.53,6.63,20.0,0.276,14297700000.0,14205400000.0,14389400000.0,19.0,12574000000.0,0.137,8.46,8.46,8.46,8.47,8.76,0.0,1.0,1.0,,ITW
+1Y,1,2022-12-31,0.074,9.09,8.75,9.89,8.46,22.0,0.074,15340800000.0,14887400000.0,15967000000.0,19.0,14297700000.0,0.073,9.09,9.08,9.07,9.06,9.35,1.0,5.0,0.0,,ITW
+5Y,1,,0.1392,,,,,,,,,,,,,,,,,,,,,,ITW
-5Y,1,,0.12024,,,,,,,,,,,,,,,,,,,,,,ITW
0Q,1,2021-12-31,0.344,1.72,1.68,1.76,1.28,20.0,0.344,4924500000.0,4840000000.0,4985800000.0,15.0,4687000000.0,0.051,1.72,1.73,1.73,1.73,1.8,0.0,0.0,2.0,,ETN
+1Q,1,2022-03-31,0.139,1.64,1.49,1.77,1.44,15.0,0.139,4792120000.0,4682800000.0,5055700000.0,10.0,4545560000.0,0.054,1.64,1.65,1.66,1.68,1.67,1.0,2.0,1.0,,ETN
0Y,1,2021-12-31,0.547,6.56,4.99,6.67,4.24,24.0,0.547,19798500000.0,19670000000.0,20254200000.0,22.0,17858000000.0,0.109,6.56,6.57,6.57,6.66,6.75,0.0,1.0,2.0,,ETN
+1Y,1,2022-12-31,0.131,7.42,6.69,7.79,6.56,27.0,0.131,20327400000.0,19824000000.0,21191700000.0,24.0,19798500000.0,0.027,7.42,7.41,7.41,7.36,7.4,2.0,3.0,1.0,,ETN
+5Y,1,,0.2124,,,,,,,,,,,,,,,,,,,,,,ETN
-5Y,1,,0.061739996,,,,,,,,,,,,,,,,,,,,,,ETN
0Q,1,2021-12-31,0.91300005,0.44,0.43,0.47,0.23,24.0,0.91300005,3111810000.0,3054100000.0,3165500000.0,22.0,2708000000.0,0.14899999,0.44,0.44,0.44,0.44,0.44,0.0,0.0,1.0,,BSX
+1Q,1,2022-03-31,0.108,0.41,0.39,0.43,0.37,16.0,0.108,3025120000.0,2960600000.0,3101720000.0,12.0,2752000000.0,0.099,0.41,0.41,0.41,0.41,0.41,0.0,0.0,0.0,,BSX
0Y,1,2021-12-31,0.677,1.61,1.6,1.64,0.96,28.0,0.677,11858200000.0,11470000000.0,11926300000.0,27.0,9913000000.0,0.19600001,1.61,1.61,1.61,1.61,1.61,0.0,1.0,2.0,,BSX
+1Y,1,2022-12-31,0.161,1.87,1.81,1.97,1.61,28.0,0.161,12930500000.0,12600000000.0,13284400000.0,27.0,11858200000.0,0.09,1.87,1.87,1.87,1.86,1.87,0.0,0.0,2.0,,BSX
+5Y,1,,0.23,,,,,,,,,,,,,,,,,,,,,,BSX
-5Y,1,,0.14554,,,,,,,,,,,,,,,,,,,,,,BSX
0Q,1,2021-12-31,-0.006,1.69,1.63,1.8,1.7,23.0,-0.006,4769860000.0,4682000000.0,4884700000.0,17.0,4488800000.0,0.063,1.69,1.69,1.69,1.7,1.76,0.0,0.0,1.0,,SHW
+1Q,1,2022-03-31,-0.039,1.98,1.76,2.25,2.06,15.0,-0.039,4888720000.0,4584110000.0,5007420000.0,11.0,4656000000.0,0.05,1.98,1.99,1.99,2.0,2.12,0.0,0.0,1.0,,SHW
0Y,1,2021-12-31,0.037,8.49,8.35,8.62,8.19,29.0,0.037,19948700000.0,19836100000.0,20067200000.0,25.0,18361700000.0,0.086,8.49,8.49,8.49,8.49,8.71,0.0,0.0,1.0,,SHW
+1Y,1,2022-12-31,0.201,10.2,9.31,10.71,8.49,29.0,0.201,21543700000.0,20127500000.0,22344300000.0,26.0,19948700000.0,0.08,10.2,10.19,10.17,10.15,10.29,1.0,2.0,1.0,,SHW
+5Y,1,,0.1287,,,,,,,,,,,,,,,,,,,,,,SHW
-5Y,1,,0.21993999,,,,,,,,,,,,,,,,,,,,,,SHW
0Q,1,2021-12-31,0.115,1.26,1.14,1.41,1.13,15.0,0.115,4617820000.0,4562000000.0,4853500000.0,14.0,4067000000.0,0.135,1.26,1.26,1.26,1.26,1.3,0.0,0.0,0.0,,WM
+1Q,1,2022-03-31,0.094,1.16,1.07,1.31,1.06,10.0,0.094,4444760000.0,4319100000.0,4656490000.0,9.0,4112000000.0,0.081,1.16,1.16,1.16,1.16,1.22,0.0,0.0,0.0,,WM
0Y,1,2021-12-31,0.206,4.86,4.73,5.06,4.03,16.0,0.206,17868900000.0,17815000000.0,18106500000.0,16.0,15218000000.0,0.174,4.86,4.86,4.86,4.87,4.99,0.0,0.0,0.0,,WM
+1Y,1,2022-12-31,0.138,5.53,5.21,5.98,4.86,17.0,0.138,19055700000.0,18758000000.0,19649900000.0,16.0,17868900000.0,0.066,5.53,5.53,5.53,5.54,5.6,0.0,2.0,0.0,,WM
+5Y,1,,0.1537,,,,,,,,,,,,,,,,,,,,,,WM
-5Y,1,,0.13971,,,,,,,,,,,,,,,,,,,,,,WM
0Q,1,2021-12-31,0.2,1.56,1.49,1.61,1.3,26.0,0.2,4032090000.0,3976000000.0,4090400000.0,21.0,3620000000.0,0.11399999,1.56,1.56,1.56,1.56,1.58,0.0,1.0,1.0,,FISV
+1Q,1,2022-03-31,0.19700001,1.4,1.31,1.48,1.17,19.0,0.19700001,3872120000.0,3779000000.0,3952000000.0,14.0,3557000000.0,0.088999994,1.4,1.4,1.4,1.4,1.4,0.0,1.0,1.0,,FISV
0Y,1,2021-12-31,0.26,5.57,5.5,5.62,4.42,29.0,0.26,15406600000.0,15350000000.0,15464400000.0,27.0,13908000000.0,0.108,5.57,5.57,5.58,5.57,5.57,0.0,1.0,1.0,,FISV
+1Y,1,2022-12-31,0.162,6.47,6.21,7.01,5.57,29.0,0.162,16550700000.0,16261500000.0,17293000000.0,28.0,15406600000.0,0.074,6.47,6.47,6.5,6.49,6.52,0.0,0.0,1.0,,FISV
+5Y,1,,0.1873,,,,,,,,,,,,,,,,,,,,,,FISV
-5Y,1,,0.16851,,,,,,,,,,,,,,,,,,,,,,FISV
0Q,1,2021-12-31,0.205,1.0,0.88,1.02,0.83,20.0,0.205,4474910000.0,4317000000.0,4546850000.0,17.0,,,1.0,1.0,1.0,0.95,0.93,1.0,1.0,1.0,,EMR
+1Q,1,2022-03-31,0.22700001,1.19,1.02,1.26,0.97,20.0,0.22700001,4767740000.0,4636550000.0,4936380000.0,17.0,,,1.19,1.19,1.2,1.12,1.09,0.0,0.0,2.0,,EMR
0Y,1,2022-09-30,0.198,4.91,4.56,5.02,4.1,23.0,0.198,19441400000.0,19175800000.0,19661900000.0,24.0,18236000000.0,0.066,4.91,4.91,4.91,4.59,4.54,1.0,1.0,1.0,,EMR
+1Y,1,2023-09-30,0.088,5.34,4.98,5.69,4.91,24.0,0.088,20470100000.0,19750000000.0,21003100000.0,24.0,19441400000.0,0.053000003,5.34,5.33,5.33,5.08,4.99,2.0,2.0,0.0,,EMR
+5Y,1,,0.1069,,,,,,,,,,,,,,,,,,,,,,EMR
-5Y,1,,0.01935,,,,,,,,,,,,,,,,,,,,,,EMR
0Q,1,2021-12-31,0.305,2.18,2.12,2.31,1.67,8.0,0.305,911790000.0,850120000.0,961410000.0,7.0,748536000.0,0.218,2.18,2.18,2.17,2.1,2.08,1.0,3.0,0.0,,PSA
+1Q,1,2022-03-31,-0.023,2.16,2.03,2.29,2.21,5.0,-0.023,935020000.0,861660000.0,988760000.0,5.0,767262000.0,0.219,2.16,2.16,2.16,2.15,2.04,0.0,1.0,0.0,,PSA
0Y,1,2021-12-31,0.404,8.83,8.5,9.01,6.29,9.0,0.404,3384160000.0,3179100000.0,3527230000.0,11.0,2915070000.0,0.161,8.83,8.83,8.77,8.41,8.25,1.0,4.0,0.0,,PSA
+1Y,1,2022-12-31,0.039,9.17,8.48,10.0,8.83,11.0,0.039,3779980000.0,3497200000.0,4068420000.0,11.0,3384160000.0,0.117,9.17,9.17,9.08,8.89,8.59,1.0,4.0,0.0,,PSA
+5Y,1,,0.17,,,,,,,,,,,,,,,,,,,,,,PSA
-5Y,1,,0.06413,,,,,,,,,,,,,,,,,,,,,,PSA
0Q,1,2021-12-31,1.509,1.17,1.06,1.77,-2.3,21.0,1.509,21248200000.0,20676300000.0,21751000000.0,15.0,18960000000.0,0.12100001,1.17,1.17,1.16,2.19,2.3,0.0,0.0,0.0,,HUM
+1Q,1,2022-03-31,-0.025,7.48,5.85,8.82,7.67,19.0,-0.025,23360800000.0,22315000000.0,24479600000.0,12.0,20753000000.0,0.126,7.48,7.48,7.41,7.2,7.14,0.0,0.0,0.0,,HUM
0Y,1,2021-12-31,0.096,20.55,20.5,20.74,18.75,23.0,0.096,83206900000.0,82083000000.0,83761000000.0,20.0,75801000000.0,0.098000005,20.55,20.55,20.53,21.44,21.54,0.0,0.0,1.0,,HUM
+1Y,1,2022-12-31,0.168,24.0,23.75,24.45,20.55,24.0,0.168,92700000000.0,89900700000.0,96146000000.0,21.0,83206900000.0,0.11399999,24.0,24.0,23.99,24.42,24.53,0.0,0.0,1.0,,HUM
+5Y,1,,0.13,,,,,,,,,,,,,,,,,,,,,,HUM
-5Y,1,,0.2675,,,,,,,,,,,,,,,,,,,,,,HUM
0Q,1,2021-12-31,-0.034,3.37,3.34,3.44,3.49,17.0,-0.034,10683800000.0,10473000000.0,11146000000.0,14.0,10481000000.0,0.019,3.37,3.37,3.38,3.38,3.45,0.0,0.0,1.0,,GD
+1Q,1,2022-03-31,0.113000005,2.76,2.57,2.92,2.48,9.0,0.113000005,9347730000.0,9155000000.0,9481920000.0,4.0,9389000000.0,-0.004,2.76,2.76,2.76,2.76,2.77,0.0,0.0,1.0,,GD
0Y,1,2021-12-31,0.048,11.53,11.5,11.6,11.0,19.0,0.048,38859100000.0,38650000000.0,39323000000.0,18.0,37925000000.0,0.025,11.53,11.53,11.53,11.53,11.51,1.0,2.0,0.0,,GD
+1Y,1,2022-12-31,0.08,12.45,12.05,12.69,11.53,19.0,0.08,40348000000.0,39482000000.0,41399700000.0,18.0,38859100000.0,0.038,12.45,12.45,12.44,12.46,12.47,0.0,0.0,1.0,,GD
+5Y,1,,0.0855,,,,,,,,,,,,,,,,,,,,,,GD
-5Y,1,,0.06814,,,,,,,,,,,,,,,,,,,,,,GD
0Q,1,2021-12-31,3.43,4.74,4.19,5.58,1.07,25.0,3.43,3207330000.0,2846930000.0,3682000000.0,12.0,1013000000.0,2.1660001,4.74,4.73,4.7,4.56,4.01,1.0,2.0,1.0,,PXD
+1Q,1,2022-03-31,1.977,5.27,4.6,6.28,1.77,22.0,1.977,3105850000.0,2853900000.0,3472870000.0,12.0,1492460000.0,1.081,5.27,5.32,5.41,5.74,4.8,0.0,0.0,2.0,,PXD
0Y,1,2021-12-31,5.537,13.4,12.64,14.08,2.05,28.0,5.537,10839600000.0,9023000000.0,15307800000.0,12.0,3630000000.0,1.9860001,13.4,13.39,13.35,13.09,12.59,2.0,3.0,0.0,,PXD
+1Y,1,2022-12-31,0.48900002,19.95,16.13,23.99,13.4,28.0,0.48900002,12321000000.0,11342000000.0,13728000000.0,15.0,10839600000.0,0.137,19.95,20.06,20.27,20.95,18.98,1.0,1.0,1.0,,PXD
+5Y,1,,0.7775,,,,,,,,,,,,,,,,,,,,,,PXD
-5Y,1,,0.4377,,,,,,,,,,,,,,,,,,,,,,PXD
0Q,1,2021-12-31,-0.011,5.29,4.47,6.0,5.35,20.0,-0.011,7914530000.0,7792400000.0,8085900000.0,16.0,7337000000.0,0.079,5.29,5.28,5.3,5.28,4.65,1.0,3.0,3.0,,COF
+1Q,1,2022-03-31,-0.249,5.28,4.64,5.9,7.03,16.0,-0.249,7752860000.0,7459000000.0,7963000000.0,10.0,6983500000.0,0.11,5.28,5.29,5.28,5.31,4.83,0.0,1.0,1.0,,COF
0Y,1,2021-12-31,4.162,26.74,26.03,27.44,5.18,20.0,4.162,30150500000.0,28823000000.0,30402900000.0,18.0,28523000000.0,0.056999996,26.74,26.74,26.47,26.46,24.43,1.0,4.0,3.0,,COF
+1Y,1,2022-12-31,-0.278,19.31,16.79,24.03,26.74,22.0,-0.278,31958700000.0,29318000000.0,33622000000.0,19.0,30150500000.0,0.06,19.31,19.22,18.87,18.72,17.61,4.0,7.0,0.0,,COF
+5Y,1,,0.45200002,,,,,,,,,,,,,,,,,,,,,,COF
-5Y,1,,0.119940005,,,,,,,,,,,,,,,,,,,,,,COF
0Q,1,2021-12-31,0.185,1.92,1.69,2.23,1.62,26.0,0.185,3717070000.0,3615300000.0,3758000000.0,23.0,3316000000.0,0.12100001,1.92,1.92,1.96,1.96,1.96,0.0,0.0,2.0,,FIS
+1Q,1,2022-03-31,0.215,1.58,1.49,1.76,1.3,18.0,0.215,3497130000.0,3401400000.0,3584000000.0,15.0,3223000000.0,0.085,1.58,1.58,1.62,1.63,1.63,0.0,0.0,1.0,,FIS
0Y,1,2021-12-31,0.2,6.55,6.32,6.66,5.46,32.0,0.2,13924500000.0,13820300000.0,14010000000.0,30.0,12552000000.0,0.109,6.55,6.55,6.58,6.54,6.54,0.0,0.0,2.0,,FIS
+1Y,1,2022-12-31,0.128,7.39,6.83,7.84,6.55,32.0,0.128,14954200000.0,14805400000.0,15109000000.0,30.0,13924500000.0,0.074,7.39,7.39,7.56,7.53,7.52,0.0,0.0,2.0,,FIS
+5Y,1,,0.1504,,,,,,,,,,,,,,,,,,,,,,FIS
-5Y,1,,0.17803,,,,,,,,,,,,,,,,,,,,,,FIS
0Q,1,2021-12-31,,2.88,2.83,2.92,,4.0,,0.0,0.0,0.0,0.0,,,2.88,2.87,2.88,2.79,2.91,0.0,0.0,0.0,,LHX
+1Q,1,2022-03-31,,2.78,2.72,2.92,,4.0,,0.0,0.0,0.0,0.0,,,2.78,2.77,2.8,2.75,2.98,0.0,0.0,0.0,,LHX
0Y,1,2022-06-30,,0.0,0.0,0.0,,0.0,,8151000000.0,8151000000.0,8151000000.0,1.0,,,0.0,10.95,10.95,10.95,10.95,0.0,0.0,0.0,,LHX
+1Y,1,2023-06-30,,0.0,0.0,0.0,,0.0,,8708000000.0,8708000000.0,8708000000.0,1.0,8151000000.0,0.068,0.0,12.15,12.15,12.15,12.15,0.0,0.0,0.0,,LHX
+5Y,1,,0.41799998,,,,,,,,,,,,,,,,,,,,,,LHX
-5Y,1,,0.14745,,,,,,,,,,,,,,,,,,,,,,LHX
0Q,1,2021-12-31,0.22,2.33,2.25,2.61,1.91,14.0,0.22,1483890000.0,1446030000.0,1558000000.0,12.0,1290000000.0,0.15,2.33,2.33,2.33,2.3,2.15,0.0,0.0,0.0,,MCO
+1Q,1,2022-03-31,-0.18200001,3.32,2.68,4.01,4.06,12.0,-0.18200001,1643530000.0,1577780000.0,1696300000.0,9.0,1433190000.0,0.147,3.32,3.32,3.32,3.28,3.19,0.0,0.0,0.0,,MCO
0Y,1,2021-12-31,0.21200001,12.3,12.21,12.61,10.15,16.0,0.21200001,6163530000.0,6125030000.0,6237000000.0,15.0,5371000000.0,0.148,12.3,12.3,12.3,12.25,11.87,0.0,0.0,0.0,,MCO
+1Y,1,2022-12-31,0.03,12.67,11.87,13.6,12.3,16.0,0.03,6640830000.0,6457000000.0,6870900000.0,15.0,6163530000.0,0.077,12.67,12.67,12.67,12.61,12.37,0.0,0.0,1.0,,MCO
+5Y,1,,0.1252,,,,,,,,,,,,,,,,,,,,,,MCO
-5Y,1,,0.16760999,,,,,,,,,,,,,,,,,,,,,,MCO
0Q,1,2022-02-28,0.366,4.74,4.22,5.58,3.47,23.0,0.366,23427700000.0,22646000000.0,24501000000.0,19.0,,,4.74,4.74,4.41,4.41,4.45,17.0,21.0,2.0,,FDX
+1Q,1,2022-05-31,0.39099997,6.97,6.12,7.58,5.01,22.0,0.39099997,24155200000.0,23377000000.0,25599300000.0,19.0,22565000000.0,0.07,6.97,6.97,6.66,6.64,6.67,18.0,21.0,0.0,,FDX
0Y,1,2022-05-31,0.141,20.74,19.5,21.5,18.17,25.0,0.141,93057900000.0,91500000000.0,95235000000.0,24.0,83959000000.0,0.108,20.74,20.74,19.62,19.59,19.82,21.0,25.0,2.0,,FDX
+1Y,1,2023-05-31,0.11,23.02,19.89,24.13,20.74,26.0,0.11,97293000000.0,92837800000.0,103010000000.0,24.0,93057900000.0,0.046,23.02,23.02,22.07,22.05,22.31,18.0,25.0,1.0,,FDX
+5Y,1,,0.17559999,,,,,,,,,,,,,,,,,,,,,,FDX
-5Y,1,,0.14140001,,,,,,,,,,,,,,,,,,,,,,FDX
0Q,1,2021-12-31,-0.639,0.44,0.38,0.55,1.22,14.0,-0.639,1097570000.0,1079500000.0,1126400000.0,13.0,953000000.0,0.152,0.44,0.45,0.46,0.83,0.81,0.0,0.0,1.0,,ILMN
+1Q,1,2022-03-31,-0.508,0.93,0.68,1.18,1.89,8.0,-0.508,1154250000.0,1109000000.0,1249400000.0,6.0,1001090000.0,0.153,0.93,0.93,0.93,1.03,1.12,0.0,0.0,0.0,,ILMN
0Y,1,2021-12-31,0.244,5.6,5.54,5.67,4.5,16.0,0.244,4422600000.0,4405000000.0,4449480000.0,16.0,3239000000.0,0.365,5.6,5.61,5.61,5.73,5.74,0.0,1.0,1.0,,ILMN
+1Y,1,2022-12-31,-0.28,4.03,3.22,4.64,5.6,16.0,-0.28,4893390000.0,4662890000.0,5237000000.0,16.0,4422600000.0,0.106000006,4.03,4.06,4.11,4.71,4.99,0.0,1.0,1.0,,ILMN
+5Y,1,,0.055,,,,,,,,,,,,,,,,,,,,,,ILMN
-5Y,1,,0.18386999,,,,,,,,,,,,,,,,,,,,,,ILMN
0Q,1,2021-12-31,0.682,5.45,5.4,5.66,3.24,17.0,0.682,2334630000.0,2323500000.0,2391410000.0,15.0,,,5.45,5.45,5.45,5.44,5.16,0.0,0.0,0.0,,KLAC
+1Q,1,2022-03-31,0.42900002,5.5,5.34,5.93,3.85,17.0,0.42900002,2371930000.0,2330700000.0,2464940000.0,15.0,,,5.5,5.5,5.51,5.52,4.98,0.0,1.0,0.0,,KLAC
0Y,1,2022-06-30,0.449,21.09,18.99,22.85,14.55,21.0,0.449,9108390000.0,8440000000.0,9468830000.0,21.0,6918730000.0,0.316,21.09,21.09,21.09,21.1,19.31,0.0,1.0,0.0,,KLAC
+1Y,1,2023-06-30,0.0069999998,21.24,17.81,23.9,21.09,18.0,0.0069999998,9309930000.0,8479000000.0,9788270000.0,18.0,9108390000.0,0.022,21.24,21.24,21.15,21.01,19.97,0.0,2.0,0.0,,KLAC
+5Y,1,,0.19629999,,,,,,,,,,,,,,,,,,,,,,KLAC
-5Y,1,,0.31340998,,,,,,,,,,,,,,,,,,,,,,KLAC
0Q,1,2021-12-31,0.053000003,2.0,1.77,2.13,1.9,11.0,0.053000003,3543510000.0,3244300000.0,4152220000.0,6.0,3171000000.0,0.117,2.0,2.0,1.99,1.95,2.0,2.0,4.0,0.0,,SRE
+1Q,1,2022-03-31,-0.146,2.52,1.5,3.32,2.95,6.0,-0.146,3376400000.0,3220410000.0,3497320000.0,3.0,3259000000.0,0.036,2.52,2.52,2.52,2.53,2.58,0.0,0.0,0.0,,SRE
0Y,1,2021-12-31,0.027,8.25,8.05,8.35,8.03,18.0,0.027,12268700000.0,11598000000.0,13172700000.0,12.0,11370000000.0,0.079,8.25,8.25,8.23,8.21,8.17,1.0,3.0,0.0,,SRE
+1Y,1,2022-12-31,0.025,8.46,8.3,8.67,8.25,18.0,0.025,12908400000.0,11847000000.0,13579800000.0,12.0,12268700000.0,0.051999997,8.46,8.46,8.44,8.43,8.44,3.0,4.0,0.0,,SRE
+5Y,1,,0.043,,,,,,,,,,,,,,,,,,,,,,SRE
-5Y,1,,0.03173,,,,,,,,,,,,,,,,,,,,,,SRE
0Q,1,2021-12-31,2.397,1.09,0.81,1.37,-0.78,18.0,2.397,7320410000.0,6711540000.0,8425750000.0,9.0,3348000000.0,1.1869999,1.09,1.09,1.07,0.83,0.47,0.0,5.0,0.0,,OXY
+1Q,1,2022-03-31,7.067,0.91,0.46,1.36,-0.15,16.0,7.067,7032140000.0,6280000000.0,8355730000.0,8.0,,,0.91,0.91,0.92,0.83,0.38,0.0,2.0,0.0,,OXY
0Y,1,2021-12-31,1.55,2.15,1.81,2.43,-3.91,21.0,1.55,25691600000.0,24803400000.0,26840200000.0,8.0,16261000000.0,0.58,2.15,2.14,2.13,1.56,1.2,1.0,2.0,1.0,,OXY
+1Y,1,2022-12-31,0.349,2.9,0.97,5.14,2.15,23.0,0.349,26658800000.0,23774000000.0,32773000000.0,10.0,25691600000.0,0.038,2.9,2.9,3.0,2.28,1.15,1.0,3.0,1.0,,OXY
+5Y,1,,0.374,,,,,,,,,,,,,,,,,,,,,,OXY
-5Y,1,,0.29169,,,,,,,,,,,,,,,,,,,,,,OXY
0Q,1,2021-12-31,0.19299999,2.53,2.48,2.77,2.12,15.0,0.19299999,2711230000.0,2485270000.0,2881900000.0,9.0,,,2.53,2.53,2.51,2.52,2.56,1.0,1.0,0.0,,APD
+1Q,1,2022-03-31,0.21200001,2.52,2.43,2.7,2.08,15.0,0.21200001,2733150000.0,2619800000.0,2892000000.0,9.0,,,2.52,2.53,2.52,2.59,2.55,0.0,0.0,1.0,,APD
0Y,1,2022-09-30,0.153,10.4,10.28,11.2,9.02,23.0,0.153,11188500000.0,10625400000.0,11613800000.0,17.0,10323000000.0,0.084,10.4,10.4,10.37,10.68,10.66,0.0,0.0,1.0,,APD
+1Y,1,2023-09-30,0.13,11.75,10.99,12.49,10.4,22.0,0.13,11938000000.0,11184600000.0,12441800000.0,16.0,11188500000.0,0.067,11.75,11.75,11.73,11.92,11.89,0.0,0.0,1.0,,APD
+5Y,1,,0.1296,,,,,,,,,,,,,,,,,,,,,,APD
-5Y,1,,0.04797,,,,,,,,,,,,,,,,,,,,,,APD
0Q,1,2021-12-31,0.069,0.93,0.86,1.0,0.87,12.0,0.069,3758370000.0,2646790000.0,4253000000.0,5.0,3610600000.0,0.040999997,0.93,0.93,0.93,0.93,0.87,2.0,4.0,0.0,,AEP
+1Q,1,2022-03-31,0.096,1.26,1.12,1.48,1.15,7.0,0.096,4223930000.0,3865240000.0,4712210000.0,3.0,4140580000.0,0.02,1.26,1.26,1.26,1.26,1.28,0.0,0.0,1.0,,AEP
0Y,1,2021-12-31,0.055999998,4.69,4.59,4.74,4.44,18.0,0.055999998,16344700000.0,15060000000.0,17723600000.0,11.0,14918500000.0,0.096,4.69,4.69,4.69,4.69,4.68,1.0,2.0,2.0,,AEP
+1Y,1,2022-12-31,0.06,4.97,4.82,5.05,4.69,18.0,0.06,16802000000.0,15415000000.0,18682000000.0,11.0,16344700000.0,0.027999999,4.97,4.97,4.97,4.97,4.97,0.0,0.0,2.0,,AEP
+5Y,1,,0.055,,,,,,,,,,,,,,,,,,,,,,AEP
-5Y,1,,0.06577,,,,,,,,,,,,,,,,,,,,,,AEP
0Q,1,2021-12-31,1.152,0.99,0.95,1.15,0.46,17.0,1.152,32477700000.0,31667900000.0,33188000000.0,12.0,28288000000.0,0.148,0.99,0.99,0.98,0.98,0.98,0.0,1.0,0.0,,CNC
+1Q,1,2022-03-31,0.037,1.69,1.38,1.9,1.63,16.0,0.037,34127200000.0,32778000000.0,34949800000.0,11.0,29498200000.0,0.157,1.69,1.69,1.73,1.73,1.79,0.0,6.0,0.0,,CNC
0Y,1,2021-12-31,0.024,5.12,5.09,5.24,5.0,19.0,0.024,126104000000.0,125082000000.0,126820000000.0,18.0,111115000000.0,0.135,5.12,5.12,5.11,5.11,5.11,0.0,2.0,0.0,,CNC
+1Y,1,2022-12-31,0.064,5.45,5.23,6.02,5.12,19.0,0.064,135458000000.0,130929000000.0,138614000000.0,18.0,126104000000.0,0.074,5.45,5.45,5.38,5.4,5.61,0.0,8.0,1.0,,CNC
+5Y,1,,0.108,,,,,,,,,,,,,,,,,,,,,,CNC
-5Y,1,,0.31641,,,,,,,,,,,,,,,,,,,,,,CNC
